My Design - Energy Use| Total,My Design - Fuel Use| Electricity: Total,My Design - Fuel Use| Natural Gas: Total,My Design - End Use| Electricity: Heating,My Design - End Use| Electricity: Heating Fans/Pumps,My Design - End Use| Electricity: Cooling,My Design - End Use| Electricity: Cooling Fans/Pumps,My Design - End Use| Electricity: Lighting Interior,My Design - End Use| Electricity: Lighting Exterior,My Design - End Use| Electricity: Mech Vent,My Design - End Use| Electricity: Refrigerator,My Design - End Use| Electricity: Dishwasher,My Design - End Use| Electricity: Clothes Washer,My Design - End Use| Electricity: Clothes Dryer,My Design - End Use| Electricity: Range/Oven,My Design - End Use| Electricity: Television,My Design - End Use| Electricity: Plug Loads,My Design - End Use| Natural Gas: Hot Water,My Design - Emissions| CO2e: BEopt: Total,My Design - Emissions| CO2e: BEopt: Electricity: Total,My Design - Emissions| CO2e: BEopt: Natural Gas: Total,My Design - Emissions| CO2e: BEopt: Electricity: Heating,My Design - Emissions| CO2e: BEopt: Electricity: Heating Fans/Pumps,My Design - Emissions| CO2e: BEopt: Electricity: Cooling,My Design - Emissions| CO2e: BEopt: Electricity: Cooling Fans/Pumps,My Design - Emissions| CO2e: BEopt: Electricity: Lighting Interior,My Design - Emissions| CO2e: BEopt: Electricity: Lighting Exterior,My Design - Emissions| CO2e: BEopt: Electricity: Mech Vent,My Design - Emissions| CO2e: BEopt: Electricity: Refrigerator,My Design - Emissions| CO2e: BEopt: Electricity: Dishwasher,My Design - Emissions| CO2e: BEopt: Electricity: Clothes Washer,My Design - Emissions| CO2e: BEopt: Electricity: Clothes Dryer,My Design - Emissions| CO2e: BEopt: Electricity: Range/Oven,My Design - Emissions| CO2e: BEopt: Electricity: Television,My Design - Emissions| CO2e: BEopt: Electricity: Plug Loads,My Design - Emissions| CO2e: BEopt: Natural Gas: Hot Water,My Design - Hot Water| Clothes Washer,My Design - Hot Water| Dishwasher,My Design - Hot Water| Fixtures,My Design - Hot Water| Distribution Waste,My Design - Load| Heating: Delivered,My Design - Load| Cooling: Delivered,My Design - Load| Hot Water: Delivered,My Design - Component Load| Heating: Roofs,My Design - Component Load| Heating: Ceilings,My Design - Component Load| Heating: Walls,My Design - Component Load| Heating: Doors,My Design - Component Load| Heating: Windows,My Design - Component Load| Heating: Slabs,My Design - Component Load| Heating: Internal Mass,My Design - Component Load| Heating: Infiltration,My Design - Component Load| Heating: Mechanical Ventilation,My Design - Component Load| Heating: Ducts,My Design - Component Load| Heating: Internal Gains,My Design - Component Load| Cooling: Roofs,My Design - Component Load| Cooling: Ceilings,My Design - Component Load| Cooling: Walls,My Design - Component Load| Cooling: Doors,My Design - Component Load| Cooling: Windows,My Design - Component Load| Cooling: Slabs,My Design - Component Load| Cooling: Internal Mass,My Design - Component Load| Cooling: Infiltration,My Design - Component Load| Cooling: Natural Ventilation,My Design - Component Load| Cooling: Mechanical Ventilation,My Design - Component Load| Cooling: Ducts,My Design - Component Load| Cooling: Internal Gains,My Design - Unmet Hours| Heating,My Design - Unmet Hours| Cooling,My Design - Temperature| Attic - Unvented,My Design - Temperature| Living Space,My Design - Temperature| Heating Setpoint,My Design - Temperature| Cooling Setpoint,My Design - Airflow| Infiltration,My Design - Airflow| Mechanical Ventilation,My Design - Airflow| Natural Ventilation,My Design - Weather| Drybulb Temperature,My Design - Weather| Wetbulb Temperature,My Design - Weather| Relative Humidity,My Design - Weather| Wind Speed,My Design - Weather| Diffuse Solar Radiation,My Design - Weather| Direct Solar Radiation
5.83,1.71,0,0,0,0.81,0.21,0.16,0.01,0.02,0.05,0.01,0.01,0.09,0.08,0.07,0.2,0,0.88541,0.88541,0,0,0,0.41831,0.10763,0.08155,0.00603,0.01188,0.02408,0.00519,0.00275,0.04608,0.03923,0.0384,0.10427,0,0.12,0.11,0.69,0.24,0,12.04,0.46,0,0,0,0,0,0,0,0,0,0,0,-0.12,0.23,2.52,0.04,6.9,0.44,-1.79,0.17,0,0.74,0.91,2.07,0,0,76.31,74,72,74,16,71.18,0,84.02,65.07,36,10.29,31.38,269.77
7.92,1.89,1.46,0,0,0.94,0.24,0.17,0.01,0.02,0.05,0.01,0.01,0.1,0.06,0.08,0.21,1.46,1.1968,0.98105,0.21575,0,0,0.48688,0.12445,0.09037,0.00681,0.01188,0.02351,0.00547,0.00292,0.04931,0.03029,0.04015,0.10901,0.21575,0.13,0.11,0.65,0.23,0,13.86,0.46,0,0,0,0,0,0,0,0,0,0,0,-0.07,0.34,2.87,0.05,8.05,0.3,-1.82,0.16,0,0.81,1.13,2.13,0,0,76.58,74,72,74,13.87,71.58,0,84.92,63.86,31,8.05,42.48,230.14
8.52,2.07,1.47,0,0,0.98,0.26,0.21,0.02,0.02,0.05,0.01,0.01,0.09,0.12,0.08,0.22,1.47,1.28773,1.07161,0.21612,0,0,0.51016,0.13387,0.11021,0.00856,0.01188,0.02523,0.00547,0.00281,0.04446,0.06333,0.04189,0.11375,0.21612,0.12,0.11,0.79,0.28,0,14.96,0.53,0,0,0,0,0,0,0,0,0,0,0,0.01,0.4,3.53,0.05,7.42,0.44,-1.48,0.2,0,0.66,1.31,2.48,0,0,76.58,74,72,74,21.86,70.98,0,82.94,62.07,30,13.87,36.14,192.1
7.63,2.24,0,0,0,0.97,0.27,0.28,0.02,0.02,0.05,0.01,0.01,0.08,0.2,0.09,0.24,0,1.1601,1.1601,0,0,0,0.50288,0.13834,0.14327,0.01089,0.01188,0.02752,0.00706,0.00275,0.04365,0.10325,0.04538,0.12323,0,0.12,0.15,1.03,0.36,0,15.57,0.67,0,0,0,0,0,0,0,0,0,0,0,0.07,0.32,4.05,0.04,6.66,0.48,-1.15,0.24,0,0.37,1.41,3.12,0,0,76.28,74,72,74,46.7,70.88,0,78.98,58.22,27,23.04,11.73,224.12
8.84,2.16,1.48,0,0,0.85,0.24,0.37,0.02,0.02,0.06,0.02,0.01,0.08,0.16,0.09,0.24,1.48,1.33598,1.11839,0.2176,0,0,0.44073,0.12621,0.18955,0.01245,0.01188,0.02867,0.01253,0.00275,0.04123,0.08053,0.04625,0.1256,0.2176,0.12,0.26,1.1,0.39,0,14.32,0.76,0,0,0,0,0,0,0,0,0,0,0,0.16,0.23,4.31,0.02,3.65,1.14,-0.28,0.02,0,0.08,1.45,3.58,0,0,75.63,74,72,74,22.5,70.58,0,75.02,56.78,31,16.11,7.29,130.29
7.69,1.82,1.48,0,0,0.59,0.17,0.45,0.03,0.02,0.05,0.03,0.01,0.08,0.08,0.08,0.23,1.48,1.16106,0.94331,0.21775,0,0,0.30625,0.08961,0.23143,0.01322,0.01188,0.02752,0.01599,0.00275,0.04123,0.0413,0.04364,0.11849,0.21775,0.12,0.33,1.1,0.39,0,10.25,0.79,0,0,0,0,0,0,0,0,0,0,0,0.24,0.15,4.21,0,-0.66,2.01,0.88,-0.02,-1.28,-0.15,1.28,3.62,0,0,74.95,74,72,74,9.56,70.58,586.94,71.96,55.19,33,10.29,0,0
6.91,1.59,1.48,0,0,0.44,0.13,0.47,0.03,0.02,0.05,0.03,0.01,0.08,0.05,0.08,0.21,1.48,1.0428,0.82523,0.21758,0,0,0.22794,0.06815,0.24245,0.01361,0.01188,0.02695,0.01297,0.00275,0.04203,0.02409,0.04102,0.11138,0.21758,0.12,0.27,1.1,0.39,0,7.85,0.76,0,0,0,0,0,0,0,0,0,0,0,0.23,-0.11,3.15,-0.02,-0.96,1.97,0.96,-0.06,-1.38,-0.37,0.89,3.54,0,0,74.68,74,72,74,11.68,70.68,260.58,69.08,53.92,36,10.29,0,0
5.73,1.25,1.48,0,0,0.3,0.09,0.34,0.02,0.02,0.05,0.02,0.01,0.08,0.03,0.08,0.21,1.48,0.86341,0.64612,0.21729,0,0,0.15498,0.04705,0.17412,0.01264,0.01188,0.02637,0.00965,0.00264,0.04365,0.01721,0.03927,0.10664,0.21729,0.12,0.2,1.08,0.38,0,5.49,0.72,0,0,0,0,0,0,0,0,0,0,0,0.23,-0.23,1.97,-0.03,-1.11,2.15,1.15,-0.14,-1.7,-0.54,0.67,3.09,0,0,74.25,74,72,74,18.02,70.88,223.01,66.92,53.09,39,12.75,0,0
2.94,0.86,0,0,0,0.19,0.06,0.17,0.02,0.02,0.05,0.01,0,0.07,0.02,0.07,0.18,0,0.44646,0.44646,0,0,0,0.09645,0.02942,0.08816,0.01089,0.01188,0.02523,0.00634,0.0018,0.03557,0.01101,0.03491,0.09479,0,0.08,0.13,0.77,0.27,0,3.46,0.5,0,0,0,0,0,0,0,0,0,0,0,0.21,-0.32,0.95,-0.03,-1.17,2.29,1.31,-0.18,-1.85,-0.6,0.46,2.4,0,0,73.94,74,72,74,21.32,69.88,214.23,66.02,52.66,40,13.87,0,0
3.46,0.59,1.46,0,0,0.1,0.03,0.08,0.02,0.02,0.05,0.01,0,0.04,0.01,0.06,0.16,1.46,0.51882,0.30369,0.21513,0,0,0.05374,0.01662,0.03967,0.00914,0.01188,0.02351,0.00447,0.00096,0.0194,0.00757,0.03142,0.08531,0.21513,0.04,0.09,0.55,0.19,0,1.97,0.36,0,0,0,0,0,0,0,0,0,0,0,0.19,-0.37,0.15,-0.04,-1.35,2.38,1.37,-0.2,-1.67,-0.74,0.28,1.99,0,0,73.74,74,72,74,18.72,67.88,154.32,64.04,51.13,40,11.63,0,0
1.83,0.54,0,0,0,0.12,0.04,0.05,0.02,0.02,0.04,0,0,0.02,0.01,0.06,0.16,0,0.27797,0.27797,0,0,0,0.06077,0.0191,0.02645,0.00778,0.01188,0.02293,0.00216,0.00051,0.00808,0.00482,0.03055,0.08294,0,0.02,0.04,0.29,0.1,0,2.29,0.19,0,0,0,0,0,0,0,0,0,0,0,0.16,-0.41,-0.46,-0.05,-1.55,2.42,1.32,-0.3,0,-0.87,0.16,1.87,0,0,73.57,74,72,74,22.84,66.48,0,62.06,49.13,38,12.75,0,0
2.88,0.42,1.45,0,0,0.05,0.02,0.04,0.01,0.02,0.04,0,0,0.01,0.01,0.06,0.15,1.45,0.43135,0.21784,0.2135,0,0,0.0275,0.00879,0.02204,0.0072,0.01188,0.02236,0.00101,0.00039,0.00485,0.00482,0.0288,0.0782,0.2135,0.02,0.02,0.13,0.05,0,1.06,0.09,0,0,0,0,0,0,0,0,0,0,0,0.13,-0.44,-0.93,-0.05,-1.86,2.49,1.3,-0.46,0,-1.09,0.18,1.8,0,0,73.03,74,72,74,27.9,66.07,0,59,46.33,36,13.87,0,0
1.17,0.34,0,0,0,0.01,0,0.04,0.01,0.02,0.04,0,0,0.01,0.01,0.05,0.15,0,0.17745,0.17745,0,0,0,0.00291,0.00094,0.02204,0.0072,0.01188,0.02179,0.00072,0.00022,0.00323,0.00275,0.02793,0.07583,0,0.01,0.01,0.08,0.03,0,0.11,0.05,0,0,0,0,0,0,0,0,0,0,0,0.11,-0.51,-1.32,-0.06,-2.05,2.55,1.29,-0.48,0,-1.23,0.08,1.78,0,0,72.82,74,72,74,25.51,65.87,0,57.02,45.47,39,11.63,0,0
1.1,0.32,0,0,0,0,0,0.04,0.01,0.02,0.04,0,0,0,0.01,0.05,0.14,0,0.16749,0.16749,0,0,0,0,0,0.02204,0.00681,0.01188,0.02121,0.00043,0.00022,0.00162,0.00275,0.02705,0.07346,0,0.01,0.01,0.13,0.05,0,0,0.08,0,0,0,0,0,0,0,0,0,0,0,0.09,-0.56,-1.67,-0.07,-2.14,2.6,1.28,-0.45,0,-1.31,0.01,1.75,0,0,72.68,73.72,72,74,23.11,65.67,0,55.94,44.63,39,9.17,0,0
1.16,0.34,0,0,0,0,0,0.05,0.01,0.02,0.04,0,0,0.01,0.01,0.05,0.15,0,0.17621,0.17621,0,0,0,0,0,0.02425,0.00681,0.01188,0.02064,0.00043,0.00039,0.00323,0.00482,0.02793,0.07583,0,0.02,0.01,0.37,0.13,0,0,0.21,0,0,0,0,0,0,0,0,0,0,0,0.07,-0.57,-1.96,-0.07,-2.31,2.74,1.42,-0.6,0,-1.45,0,1.76,0,0,72.24,73.15,72,74,28.13,65.87,0,53.96,43.68,42,11.63,0,0
2.8,0.39,1.48,0,0,0,0,0.08,0.01,0.02,0.04,0,0,0.01,0.01,0.06,0.15,1.48,0.41899,0.20127,0.21772,0,0,0,0,0.03967,0.00758,0.01188,0.02064,0.00144,0.00062,0.00485,0.00757,0.0288,0.0782,0.21772,0.03,0.03,1.37,0.48,0,0,0.77,0,0,0,0,0,0,0,0,0,0,0,0.07,-0.57,-2.13,-0.08,-2.31,2.93,1.66,-0.48,0,-1.48,0,1.82,0,0,71.74,72.75,72,74,22.2,66.07,0,53.06,43.16,43,5.82,0,0
4.77,0.51,3.04,0,0,0,0,0.13,0.02,0.02,0.04,0.01,0,0.02,0.03,0.06,0.17,3.04,0.71048,0.26258,0.44789,0,0,0,0,0.06612,0.00856,0.01188,0.02179,0.00288,0.00124,0.01293,0.01721,0.03229,0.08768,0.44789,0.05,0.06,3.1,1.09,0,0,1.75,0,0,0,0,0,0,0,0,0,0,0,0.05,-0.6,-2.36,-0.08,-2.45,3.06,1.77,-0.57,0,-1.62,0,1.97,0,0,71.21,72.25,72,74,24.36,67.08,0,51.08,42.12,46,6.93,0,0
5.28,0.66,3.04,0.03,0,0,0,0.16,0.02,0.02,0.04,0.01,0.01,0.05,0.06,0.07,0.19,3.04,0.78827,0.34002,0.44825,0.01467,0.00062,0,0,0.08376,0.00797,0.01188,0.02293,0.00447,0.00275,0.02587,0.02891,0.03665,0.09953,0.44825,0.12,0.09,3.09,1.09,0.31,0,1.78,-0.04,0.65,2.56,0.08,2.41,-3.18,-1.85,0.57,1.63,0,-2.18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70.69,72,72,74,24.45,68.68,0,51.08,42.12,46,8.05,0,0
3.84,0.68,1.51,0,0,0,0,0.17,0.01,0.02,0.05,0.02,0.01,0.07,0.06,0.07,0.2,1.51,0.57643,0.35414,0.22229,0,0,0,0,0.09037,0.00603,0.01188,0.02351,0.00836,0.0041,0.0388,0.03166,0.03753,0.1019,0.22229,0.18,0.17,2.49,0.88,0,0,1.51,0,0,0,0,0,0,0,0,0,0,0,-0.07,-0.97,-3.4,-0.09,2.7,2.09,0.43,-0.36,0,-1.32,-0.04,2.02,0,0,70.63,72.44,72,74,19.01,70.28,0,55.04,44.54,42,6.93,14.58,139.48
3.95,0.72,1.5,0,0,0,0,0.17,0.01,0.02,0.05,0.02,0.01,0.11,0.06,0.07,0.2,1.5,0.59284,0.37225,0.22059,0,0,0,0,0.09037,0.00486,0.01188,0.02351,0.00936,0.00483,0.05497,0.03304,0.03753,0.1019,0.22059,0.21,0.19,1.95,0.69,0,0,1.23,0,0,0,0,0,0,0,0,0,0,0,-0.17,-1.12,-3.61,-0.08,5.82,1.37,-0.84,-0.24,0,-0.98,0,1.99,0,0,71.02,73.48,72,74,16.46,72.29,0,60.08,46.93,35,9.17,22.82,231.09
4.17,0.78,1.49,0,0,0.05,0.02,0.17,0.01,0.02,0.04,0.02,0.01,0.12,0.06,0.07,0.2,1.49,0.62597,0.40674,0.21924,0,0,0.02827,0.00885,0.08596,0.00467,0.01188,0.02293,0.00807,0.00472,0.06305,0.02891,0.03753,0.1019,0.21924,0.21,0.17,1.58,0.56,0,1.1,1.02,0,0,0,0,0,0,0,0,0,0,0,-0.24,-1.14,-3.02,-0.06,6.49,0.8,-1.93,-0.19,0,-0.84,0,1.97,0,0,72.02,73.99,72,74,16.17,73.29,0,62.96,47.61,29,10.29,30.43,259.94
4.56,0.9,1.48,0,0,0.14,0.04,0.16,0.01,0.02,0.04,0.01,0.01,0.13,0.07,0.07,0.2,1.48,0.6853,0.46738,0.21792,0,0,0.0707,0.02195,0.08155,0.00467,0.01188,0.02293,0.00692,0.00421,0.06548,0.03442,0.0384,0.10427,0.21792,0.19,0.14,1.23,0.43,0,2.68,0.81,0,0,0,0,0,0,0,0,0,0,0,-0.26,-0.91,-1.85,-0.04,6.02,0.65,-2.16,-0.13,0,-0.73,0.08,2.01,0,0,73.18,74,72,74,13.23,73.59,0,64.94,47.96,25,9.17,33.92,282.13
4.94,1.02,1.47,0,0,0.23,0.07,0.15,0.01,0.02,0.05,0.01,0.01,0.12,0.08,0.08,0.21,1.47,0.74425,0.52761,0.21664,0,0,0.11704,0.03557,0.07935,0.00506,0.01188,0.02408,0.00591,0.00376,0.05982,0.03923,0.03927,0.10664,0.21664,0.17,0.12,0.89,0.31,0,4.34,0.61,0,0,0,0,0,0,0,0,0,0,0,-0.24,-0.53,-0.51,-0.02,5.07,0.79,-1.89,-0.05,0,-0.47,0.21,2.07,0,0,74.35,74,72,74,6.99,72.89,0,68,48.91,21,5.82,36.45,291.64
5.2,1.09,1.47,0,0,0.31,0.09,0.15,0.01,0.02,0.05,0.01,0.01,0.1,0.06,0.08,0.21,1.47,0.78344,0.56728,0.21617,0,0,0.15881,0.04799,0.07714,0.00564,0.01188,0.02408,0.00663,0.00337,0.05416,0.03166,0.03927,0.10664,0.21617,0.15,0.14,0.77,0.27,0,5.88,0.53,0,0,0,0,0,0,0,0,0,0,0,-0.19,-0.06,0.51,-0.01,4.61,0.79,-1.71,-0.03,0,-0.38,0.37,2.03,0,0,75.4,74,72,74,5.27,72.19,0,69.08,49.61,21,4.7,37.09,293.86
4.29,1.26,0,0,0,0.43,0.13,0.16,0.01,0.02,0.05,0.01,0.01,0.09,0.08,0.07,0.2,0,0.65141,0.65141,0,0,0,0.22541,0.06653,0.08155,0.00603,0.01188,0.02408,0.00519,0.00275,0.04608,0.03923,0.0384,0.10427,0,0.12,0.11,0.68,0.24,0,8.09,0.47,0,0,0,0,0,0,0,0,0,0,0,-0.15,0.26,1.08,0,6.02,0.44,-1.93,-0.01,0,-0.16,0.52,2.07,0,0,76.45,74,72,74,4.66,71.18,0,71.96,50.84,19,6.93,35.5,289.74
6.36,1.44,1.46,0,0,0.56,0.16,0.17,0.01,0.02,0.05,0.01,0.01,0.1,0.06,0.08,0.21,1.46,0.96009,0.74437,0.21572,0,0,0.28969,0.08497,0.09037,0.00681,0.01188,0.02351,0.00547,0.00292,0.04931,0.03029,0.04015,0.10901,0.21572,0.13,0.11,0.66,0.23,0,10.3,0.46,0,0,0,0,0,0,0,0,0,0,0,-0.09,0.47,1.6,0.01,7.35,0.24,-2.03,0,0,-0.07,0.76,2.13,0,0,76.94,74,72,74,1.14,71.58,0,73.04,51.2,18,3.36,32.33,276.74
5.7,1.67,0,0,0,0.65,0.19,0.21,0.02,0.02,0.05,0.01,0.01,0.09,0.12,0.08,0.22,0,0.86667,0.86667,0,0,0,0.33918,0.09991,0.11021,0.00856,0.01188,0.02523,0.00547,0.00281,0.04446,0.06333,0.04189,0.11375,0,0.12,0.11,0.79,0.28,0,12.1,0.53,0,0,0,0,0,0,0,0,0,0,0,-0.02,0.56,2.4,0.01,7.45,0.22,-1.85,0,0,-0.07,0.98,2.48,0,0,77.04,74,72,74,1.15,70.98,0,73.04,51.2,18,3.36,26.63,254.23
8.04,1.93,1.47,0,0,0.71,0.21,0.28,0.02,0.02,0.05,0.01,0.01,0.08,0.2,0.09,0.24,1.47,1.21558,0.99852,0.21706,0,0,0.37028,0.10936,0.14327,0.01089,0.01188,0.02752,0.00706,0.00275,0.04365,0.10325,0.04538,0.12323,0.21706,0.12,0.15,1.02,0.36,0,13.24,0.67,0,0,0,0,0,0,0,0,0,0,0,0.06,0.53,3.34,0.01,6.05,0.47,-1.37,0,0,-0.07,1.16,3.13,0,0,76.78,74,72,74,1.89,70.88,0,73.04,51.19,18,4.7,19.02,205.41
7.89,1.88,1.48,0,0,0.62,0.19,0.37,0.02,0.02,0.06,0.02,0.01,0.08,0.16,0.09,0.24,1.48,1.19239,0.97481,0.21758,0,0,0.32389,0.09947,0.18955,0.01245,0.01188,0.02867,0.01253,0.00275,0.04123,0.08053,0.04625,0.1256,0.21758,0.12,0.26,1.1,0.39,0,12.21,0.76,0,0,0,0,0,0,0,0,0,0,0,0.17,0.47,4.17,0,1.99,1.3,-0.29,-0.02,0,-0.37,1.25,3.58,0,0,76.06,74,72,74,4.74,70.58,0,69.08,49.88,22,3.36,9.51,81.79
7.19,1.67,1.48,0,0,0.47,0.15,0.45,0.03,0.02,0.05,0.03,0.01,0.08,0.08,0.08,0.23,1.48,1.08617,0.86843,0.21774,0,0,0.24321,0.07776,0.23143,0.01322,0.01188,0.02752,0.01599,0.00275,0.04123,0.0413,0.04364,0.11849,0.21774,0.12,0.33,1.1,0.39,0,9.7,0.79,0,0,0,0,0,0,0,0,0,0,0,0.25,0.3,4.19,-0.02,-1.51,1.96,0.7,-0.1,0,-0.76,1.11,3.61,0,0,75.23,74,72,74,9.51,70.58,0,64.04,47.82,27,0,0,0
6.64,1.51,1.48,0,0,0.37,0.12,0.47,0.03,0.02,0.05,0.03,0.01,0.08,0.05,0.08,0.21,1.48,1.00219,0.78462,0.21757,0,0,0.19337,0.06211,0.24245,0.01361,0.01188,0.02695,0.01297,0.00275,0.04203,0.02409,0.04102,0.11138,0.21757,0.12,0.27,1.11,0.39,0,7.77,0.76,0,0,0,0,0,0,0,0,0,0,0,0.25,-0.05,2.99,-0.04,-1.6,1.98,0.86,-0.13,0,-0.85,0.85,3.54,0,0,74.48,74,72,74,10.63,70.68,0,62.96,47.56,29,0,0,0
5.21,1.21,1.08,0,0,0.27,0.09,0.34,0.02,0.02,0.05,0.02,0.01,0.08,0.03,0.08,0.21,1.08,0.78678,0.62748,0.1593,0,0,0.13847,0.04493,0.17412,0.01264,0.01188,0.02637,0.00965,0.00264,0.04365,0.01721,0.03927,0.10664,0.1593,0.12,0.2,1.08,0.38,0,5.66,0.72,0,0,0,0,0,0,0,0,0,0,0,0.24,-0.31,1.57,-0.05,-1.73,2.23,1.17,-0.18,0,-1.01,0.65,3.09,0,0,73.65,74,72,74,13.04,70.88,0,60.98,46.62,31,3.36,0,0
3.28,0.85,0.39,0,0,0.17,0.06,0.17,0.02,0.02,0.05,0.01,0,0.07,0.02,0.07,0.18,0.39,0.49625,0.43864,0.05761,0,0,0.08909,0.02897,0.08816,0.01089,0.01188,0.02523,0.00634,0.0018,0.03557,0.01101,0.03491,0.09479,0.05761,0.08,0.13,0.76,0.27,0,3.66,0.5,0,0,0,0,0,0,0,0,0,0,0,0.22,-0.51,0.35,-0.06,-1.75,2.4,1.42,-0.21,0,-1.06,0.46,2.41,0,0,73.03,74,72,74,13.76,69.88,0,60.08,46.66,34,0,0,0
3.31,0.54,1.46,0,0,0.07,0.02,0.08,0.02,0.02,0.05,0.01,0,0.04,0.01,0.06,0.16,1.46,0.49584,0.28073,0.2151,0,0,0.0356,0.0118,0.03967,0.00914,0.01188,0.02351,0.00447,0.00096,0.0194,0.00757,0.03142,0.08531,0.2151,0.04,0.09,0.55,0.19,0,1.51,0.36,0,0,0,0,0,0,0,0,0,0,0,0.19,-0.64,-0.56,-0.07,-2.09,2.56,1.59,-0.36,0,-1.35,0.29,1.98,0,0,72.54,74,72,74,18.43,67.88,0,55.94,45.83,45,0,0,0
1.3,0.38,0,0,0,0,0,0.05,0.02,0.02,0.04,0,0,0.02,0.01,0.06,0.16,0,0.1981,0.1981,0,0,0,0,0,0.02645,0.00778,0.01188,0.02293,0.00216,0.00051,0.00808,0.00482,0.03055,0.08294,0,0.02,0.04,0.29,0.1,0,0,0.19,0,0,0,0,0,0,0,0,0,0,0,0.15,-0.74,-1.29,-0.08,-2.33,2.64,1.63,-0.48,-1.29,-1.54,0.12,1.87,0,0,72.22,73.33,72,74,21.72,66.48,57.98,53.06,45,53,0,0,0
1.19,0.35,0,0,0,0,0,0.04,0.01,0.02,0.04,0,0,0.01,0.01,0.06,0.15,0,0.18155,0.18155,0,0,0,0,0,0.02204,0.0072,0.01188,0.02236,0.00101,0.00039,0.00485,0.00482,0.0288,0.0782,0,0.02,0.02,0.13,0.05,0,0,0.09,0,0,0,0,0,0,0,0,0,0,0,0.13,-0.77,-1.74,-0.08,-2.23,2.91,2,-0.46,-0.43,-1.48,0,1.81,0,0,71.87,73.06,72,74,21.09,66.07,19.63,53.06,45.37,55,0,0,0
1.14,0.33,0,0,0,0,0,0.04,0.01,0.02,0.04,0,0,0.01,0.01,0.05,0.15,0,0.1736,0.1736,0,0,0,0,0,0.02204,0.0072,0.01188,0.02179,0.00072,0.00022,0.00323,0.00275,0.02793,0.07583,0,0.01,0.01,0.08,0.03,0,0,0.05,0,0,0,0,0,0,0,0,0,0,0,0.1,-0.76,-2.17,-0.09,-2.39,3.04,2.06,-0.55,-0.08,-1.6,0,1.78,0,0,71.15,72.68,72,74,22.94,65.87,3.46,51.08,44.04,57,0,0,0
2.55,0.32,1.45,0,0,0,0,0.04,0.01,0.02,0.04,0,0,0,0.01,0.05,0.14,1.45,0.38101,0.16749,0.21352,0,0,0,0,0.02204,0.00681,0.01188,0.02121,0.00043,0.00022,0.00162,0.00275,0.02705,0.07346,0.21352,0.01,0.01,0.13,0.05,0,0,0.08,0,0,0,0,0,0,0,0,0,0,0,0.07,-0.83,-2.53,-0.09,-2.44,3.17,2.13,-0.58,0,-1.65,0,1.76,0,0,70.5,72.11,72,74,23.71,65.67,0,50,44.29,64,0,0,0
1.65,0.48,0,0.14,0,0,0,0.05,0.01,0.02,0.04,0,0,0.01,0.01,0.05,0.15,0,0.25001,0.25001,0,0.07178,0.00202,0,0,0.02425,0.00681,0.01188,0.02064,0.00043,0.00039,0.00323,0.00482,0.02793,0.07583,0,0.02,0.01,0.37,0.13,0.97,0,0.21,-0.05,0.86,2.76,0.09,2.49,-3.36,-2.28,0.62,1.7,0,-1.77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69.88,72,72,74,24.21,65.87,0,48.92,43.17,63,0,0,0
3.62,0.63,1.48,0.23,0.01,0,0,0.08,0.01,0.02,0.04,0,0,0.01,0.01,0.06,0.15,1.48,0.54276,0.32502,0.21774,0.11959,0.00417,0,0,0.03967,0.00758,0.01188,0.02064,0.00144,0.00062,0.00485,0.00757,0.0288,0.0782,0.21774,0.03,0.03,1.37,0.48,1.99,0,0.78,-0.01,0.96,3.14,0.09,2.57,-3.35,-2.09,0.67,1.76,0.11,-1.82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69.59,72,72,74,25,66.07,0,48.02,42.86,66,0,0,0
5.82,0.81,3.04,0.3,0.01,0,0,0.13,0.02,0.02,0.04,0.01,0,0.02,0.03,0.06,0.17,3.04,0.8704,0.42232,0.44808,0.154,0.00573,0,0,0.06612,0.00856,0.01188,0.02179,0.00288,0.00124,0.01293,0.01721,0.03229,0.08768,0.44808,0.05,0.06,3.12,1.1,2.74,0,1.76,0.03,1.03,3.49,0.1,2.56,-3.3,-1.83,0.66,1.79,0.23,-1.97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69.47,72,72,74,24.79,67.08,0,48.02,42.86,66,0,0,0
4.84,0.97,1.52,0.33,0.01,0,0,0.16,0.02,0.02,0.04,0.01,0.01,0.05,0.06,0.07,0.19,1.52,0.72771,0.50359,0.22412,0.17231,0.00655,0,0,0.08376,0.00797,0.01188,0.02293,0.00447,0.00275,0.02587,0.02891,0.03665,0.09953,0.22412,0.12,0.09,3.08,1.09,3.17,0,1.79,0.08,1.06,3.76,0.1,2.52,-3.25,-1.59,0.61,1.76,0.32,-2.18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69.41,72,72,74,23.84,68.68,0,48.92,43.17,63,3.36,0,0
